40,30
110,110,110,103,110,110,111,118,118,118,119,81,1,81,87,94,94,94,94,94,94,94,94,95,102,102,103,118,119,81,81,81,160,161,162,81,81,81,81,81,
121,120,81,19,20,20,20,23,118,109,110,110,141,142,143,102,110,111,118,118,119,81,81,81,81,81,81,81,160,161,161,162,81,81,81,81,81,81,81,81,
120,121,81,27,28,0,30,31,81,117,118,118,149,17,151,51,52,52,52,55,81,81,81,152,153,153,154,1,160,161,161,162,81,81,81,81,81,81,81,81,
121,120,81,35,36,0,38,39,81,81,81,81,80,17,82,59,60,60,60,63,1,81,152,164,161,161,163,153,164,161,155,170,81,81,81,81,81,81,81,81,
120,121,81,80,33,33,33,82,81,81,81,1,80,9,83,67,68,0,70,71,81,81,160,161,161,161,161,161,161,161,162,81,81,81,81,81,81,81,81,81,
121,120,81,80,9,33,33,82,81,81,81,81,80,17,33,35,36,0,38,39,81,152,164,161,161,161,161,161,161,161,162,81,81,81,81,81,81,81,81,81,
120,121,81,88,76,17,10,83,74,81,81,72,84,17,33,10,33,33,75,90,81,160,161,161,161,161,161,161,155,169,170,81,81,81,81,81,81,81,81,81,
121,120,81,81,88,89,76,33,83,73,73,84,17,17,33,75,89,89,90,81,152,164,155,169,156,161,161,161,162,81,81,81,81,81,81,81,81,81,81,81,
120,121,120,81,81,81,80,17,33,33,17,10,75,89,89,90,81,81,152,153,164,161,170,81,168,169,169,169,170,81,81,81,81,81,81,81,81,81,81,81,
121,120,121,120,81,81,80,17,17,9,33,75,90,81,81,81,1,152,164,161,161,170,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
120,121,120,81,81,72,84,17,75,89,89,90,81,81,81,81,81,160,161,155,170,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
121,120,121,81,81,80,17,75,90,81,81,81,81,81,81,81,152,164,161,162,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
120,121,120,81,72,84,10,82,81,81,120,121,120,81,81,81,160,161,155,170,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
121,120,121,81,80,17,75,90,81,81,121,120,121,120,81,81,160,161,162,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
120,121,120,81,80,9,82,81,81,121,120,121,120,121,120,81,160,161,162,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
121,120,81,81,80,17,82,81,121,120,121,120,121,120,81,81,160,161,162,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,
0,0,0,0,0,0,0,0,112,113,0,92,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,112,113,0,0,0,104,121,0,0,0,
0,0,0,0,0,112,113,92,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,113,92,0,0,0,0,0,112,0,0,0,112,
116,0,0,0,0,0,92,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,113,112,113,0,0,0,0,0,108,112,120,121,113,
0,112,113,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,
92,91,0,0,0,0,0,0,0,0,0,0,0,0,0,92,45,46,29,45,46,92,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,53,54,0,53,54,0,91,0,0,0,0,0,0,0,0,0,0,0,45,46,69,45,46,112,
0,0,0,0,0,0,0,0,0,0,108,0,112,113,116,91,0,0,0,0,0,91,112,113,0,0,0,0,157,158,158,158,159,91,53,54,0,53,54,0,
0,0,0,0,0,45,46,69,45,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,166,166,0,0,0,0,0,0,0,112,
0,112,113,0,116,53,54,0,53,54,0,112,113,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,173,174,174,174,175,0,0,0,0,0,0,0,
120,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,92,0,0,0,91,0,0,0,0,92,0,91,0,0,0,0,0,
121,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,113,92,0,91,112,113,0,0,0,0,0,0,0,0,0,112,113,0,0,0,
113,112,113,0,0,91,0,0,0,0,112,113,0,0,112,113,92,0,112,113,91,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
112,113,0,0,0,0,0,0,0,112,113,0,0,0,0,92,0,91,92,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,91,0,0,0,0,0,0,0,92,92,0,112,113,0,0,0,0,0,0,0,0,0,0,0,
128,129,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,112,113,0,0,0,91,91,108,92,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,113,45,46,29,45,46,0,0,112,113,0,0,0,0,0,0,0,0,92,0,112,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,53,54,0,53,54,0,116,0,92,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,45,46,69,45,46,91,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,112,113,91,0,0,0,53,54,0,53,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,112,113,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,113,0,0,0,0,0,0,129,128,129,112,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,112,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,113,0,0,0,0,0,128,0,0,0,0,112,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,112,0,0,0,0,0,0,0,0,0,0,0,112,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,104,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,128,129,97,0,0,0,0,0,0,96,120,121,120,
0,96,97,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,7,0,0,0,0,0,104,105,104,105,0,0,0,0,0,0,104,121,120,121,
0,104,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,44,44,44,47,104,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,
0,0,0,0,0,43,44,44,44,47,0,0,96,97,0,0,0,0,0,0,0,0,96,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,
0,0,0,0,0,0,0,0,0,0,0,0,104,105,0,0,0,0,0,0,0,0,104,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,
0,96,97,0,0,0,0,0,0,0,0,96,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,
97,104,105,0,0,0,0,0,0,0,0,104,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
129,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,97,0,0,0,96,97,0,0,0,0,0,0,0,0,0,96,97,0,0,0,
128,129,97,0,0,0,0,0,0,0,96,97,0,0,96,97,0,0,96,128,105,0,0,0,104,105,0,0,0,0,0,0,0,0,0,104,105,0,0,0,
0,0,105,0,0,0,0,0,0,96,128,105,0,0,104,105,0,0,104,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
104,105,0,0,0,0,0,0,0,104,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,97,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,105,0,0,0,0,0,0,0,0,0,0,0,
96,97,0,3,4,4,4,7,0,0,0,0,0,0,0,0,0,0,0,96,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,97,0,0,0,0,0,0,0,96,97,0,0,0,0,0,0,0,104,105,0,96,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,105,0,0,0,0,0,0,0,104,105,0,0,0,43,44,44,44,47,0,0,104,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,105,0,0,0,0,0,0,96,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,97,0,0,0,0,0,0,104,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,129,97,0,0,0,0,0,0,0,0,0,0,96,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,129,97,0,0,0,0,0,0,0,0,0,104,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,105,0,0,0,0,0,0,0,0,96,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,105,0,0,0,0,0,96,97,96,97,104,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,97,0,0,0,0,0,104,129,128,129,97,96,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,105,0,0,0,0,0,96,128,0,0,129,128,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,97,0,0,0,0,96,128,0,0,0,0,129,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,105,0,0,0,96,128,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,105,113,0,0,0,104,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,true,false,false,true,false,false,false,false,false,
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,false,false,true,false,false,false,false,false,
false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,true,false,false,false,true,false,true,false,false,false,false,false,false,true,true,true,false,false,true,false,false,false,false,false,
false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,
false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,true,true,true,false,false,true,false,false,false,false,false,
false,false,true,true,true,true,false,false,false,true,true,false,true,true,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,true,true,true,false,false,true,true,true,true,true,false,
false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,
false,true,true,false,true,true,true,true,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,
true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,
false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,true,true,true,true,false,false,false,true,true,true,true,true,false,false,false,
false,false,true,false,false,false,false,false,false,false,true,true,false,false,true,true,false,false,true,true,false,false,false,true,true,true,true,true,false,true,false,false,true,true,true,true,true,true,true,false,
false,false,true,true,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,true,true,true,true,false,false,false,true,false,true,false,false,false,true,true,true,true,true,
false,false,false,false,true,true,true,true,true,false,false,true,false,false,false,false,false,false,true,true,true,true,true,false,false,false,false,true,true,true,false,true,false,false,false,false,false,false,false,true,
false,false,false,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,
false,false,false,true,true,true,true,true,true,true,false,false,true,false,true,false,false,true,false,true,true,false,false,false,false,false,true,false,true,false,false,true,false,false,false,false,false,false,false,false,
false,false,false,true,true,true,true,true,false,false,true,true,false,false,false,true,true,true,true,true,false,false,true,true,true,true,true,false,true,false,false,true,false,false,false,false,false,false,false,false,
false,false,false,true,true,true,true,true,false,true,false,false,false,false,false,true,true,true,true,true,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,
false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,
false,true,false,false,false,false,false,false,false,true,true,false,false,false,false,true,true,true,true,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,
false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,
false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,
false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,true,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,
false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
false,false,true,false,false,false,false,false,false,true,true,true,true,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
false,false,false,true,false,false,false,false,false,false,true,false,false,true,true,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
false,false,true,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
